benchmark_id,q_tag,skeleton_sql,example_question,mimiciii_query_template,mimiciv_cdm_query_template,tag_items,tag_item_subtypes,value_arguments,observed_tag_item_signature_count,observed_value_count,skeleton_variant_candidate,variant_risk_level,variant_driver_tag_items,variant_reason
ehrsql_042,what was the [time_filter_exact1] measured value of a {lab_name} lab test of patient {patient_id} [time_filter_global1]?,select m.value_as_number as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime},What was the first value of the alanine aminotransferase (ALT) lab test for patient 88404 since 97 months ago?,"select labevents.valuenum from labevents where labevents.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 56201 ) and labevents.itemid in ( select d_labitems.itemid from d_labitems where d_labitems.label = 'calculated total co2' ) and strftime('%y-%m',labevents.charttime) <= '2103-09' and labevents.charttime = ( select distinct labevents.charttime from labevents where labevents.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 56201 ) and labevents.itemid in ( select d_labitems.itemid from d_labitems where d_labitems.label = 'calculated total co2' ) and strftime('%y-%m',labevents.charttime) <= '2103-09' order by labevents.charttime desc limit 1 )",select m.value_as_number as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: mix-month-this_year | null | rel-hosp-cur | rel-hosp-first | rel-month-since,lab_name; patient_id,5,12,NO,low,,
ehrsql_045,what was the organism name found in the [time_filter_exact1] {culture_name} microbiology test of patient {patient_id} [time_filter_global1]?,"select coalesce(vc.concept_name, m.value_source_value) as answer from <SCHEMA>.measurement m left join <SCHEMA>.concept vc on vc.concept_id = m.value_as_concept_id join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:culture_name:m.measurement_concept_id} and (m.value_as_concept_id is not null or m.value_source_value is not null) {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime}",What organisms were identified in the first urine test of patient 15107 during their last hospital visit?,"select microbiologyevents.org_name from microbiologyevents where microbiologyevents.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 92788 ) and microbiologyevents.spec_type_desc = 'foot culture' and microbiologyevents.org_name is not null and strftime('%y-%m',microbiologyevents.charttime) >= '2105-12' order by microbiologyevents.charttime asc limit 1","select coalesce(vc.concept_name, m.value_source_value) as answer from <SCHEMA>.measurement m left join <SCHEMA>.concept vc on vc.concept_id = m.value_as_concept_id join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:culture_name:m.measurement_concept_id} and (m.value_as_concept_id is not null or m.value_source_value is not null) {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime}",time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: mix-month-last_year | rel-hosp-first | rel-hosp-last | rel-month-since | rel-month-this,culture_name; patient_id,5,9,NO,low,,
ehrsql_093,has_verb there been any organism found in the [time_filter_exact1] {culture_name} microbiology test of patient {patient_id} [time_filter_global1]?,select count(*) > 0 as answer from <SCHEMA>.measurement m left join <SCHEMA>.concept vc on vc.concept_id = m.value_as_concept_id join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:culture_name:m.measurement_concept_id} and (m.value_as_concept_id is not null or m.value_source_value is not null) {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime},"Since 4 years ago, has any organism been detected in the first urine test of patient 59941?","select count(*)>0 from microbiologyevents where microbiologyevents.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 8005 ) and microbiologyevents.spec_type_desc = 'serology/blood' and microbiologyevents.org_name is not null and strftime('%y',microbiologyevents.charttime) <= '2104' order by microbiologyevents.charttime desc limit 1",select count(*) > 0 as answer from <SCHEMA>.measurement m left join <SCHEMA>.concept vc on vc.concept_id = m.value_as_concept_id join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:culture_name:m.measurement_concept_id} and (m.value_as_concept_id is not null or m.value_source_value is not null) {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-month-until | rel-hosp-cur | rel-hosp-last | rel-year-since,culture_name; patient_id,4,8,NO,low,,
ehrsql_078,when was the [time_filter_exact1] time that patient {patient_id} had the [sort] {vital_name} [time_filter_global1]?,select m.measurement_datetime as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {sort:m.value_as_number} {time_filter_exact1:m.measurement_datetime},When was the first time patient 22897 had the minimum value of temperature C (calc)?,"select chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 12775 ) and icustays.outtime is null ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'arterial bp mean' and d_items.linksto = 'chartevents' ) order by chartevents.valuenum asc, chartevents.charttime asc limit 1",select m.measurement_datetime as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {sort:m.value_as_number} {time_filter_exact1:m.measurement_datetime},time_filter_exact1; sort; time_filter_global1,sort: max | min; time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-day-until | mix-day-last_year | null | rel-day-last | rel-day-since,patient_id; vital_name,6,12,NO,low,,
ehrsql_070,when was the [time_filter_exact1] time that patient {patient_id} had the [sort] value of {lab_name} [time_filter_global1]?,select m.measurement_datetime as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {sort:m.value_as_number} {time_filter_exact1:m.measurement_datetime},When was the last time patient 74624 had the minimum potassium in December of this year?,"select labevents.charttime from labevents where labevents.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 9619 ) and labevents.itemid in ( select d_labitems.itemid from d_labitems where d_labitems.label = 'potassium' ) and datetime(labevents.charttime) <= datetime(current_time,'-42 month') order by labevents.valuenum asc, labevents.charttime desc limit 1",select m.measurement_datetime as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {sort:m.value_as_number} {time_filter_exact1:m.measurement_datetime},time_filter_exact1; sort; time_filter_global1,sort: max | min; time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-month-in | abs-month-since | mix-month-this_year | rel-hosp-cur | rel-hosp-last,lab_name; patient_id,7,14,NO,low,,
ehrsql_055,what was the [agg_function] {vital_name} of patient {patient_id} [time_filter_global1]?,select {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date},Tell me patient 1815's maximum arterial bp mean since 1185 days ago.,"select max(chartevents.valuenum) from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 18866 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'arterial bp [diastolic]' and d_items.linksto = 'chartevents' ) and datetime(chartevents.charttime,'start of day') = datetime(current_time,'start of day','-1 day')",select {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date},agg_function; time_filter_global1,agg_function: average | maximum; time_filter_global1: abs-day-since | mix-day-last_month | mix-day-this_year | rel-day-since | rel-day-this | rel-icu-cur,patient_id; vital_name,7,11,NO,low,,
ehrsql_044,what was the [agg_function] {lab_name} value of patient {patient_id} [time_filter_global1]?,select {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date},What was patient 22449's highest pH value during their last hospital encounter?,"select max(labevents.valuenum) from labevents where labevents.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 19412 ) and labevents.itemid in ( select d_labitems.itemid from d_labitems where d_labitems.label = 'base excess' ) and datetime(labevents.charttime,'start of month') = datetime(current_time,'start of month','-0 month')",select {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date},agg_function; time_filter_global1,agg_function: maximum | minimum; time_filter_global1: abs-month-since | abs-month-until | mix-month-last_year | rel-hosp-last | rel-month-last | rel-month-until,lab_name; patient_id,7,14,NO,low,,
ehrsql_096,has_verb the {vital_name} of patient {patient_id} been ever [comparison] than {vital_value} [time_filter_global1]?,select count(*) > 0 as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} and m.value_as_number {comparison_operator} {vital_value} {time_filter_global1:m.measurement_date},Has the respiratory rate in patient 7073 ever been less than 26.0 until 450 days ago?,"select count(*)>0 from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 28447 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'respiratory rate' and d_items.linksto = 'chartevents' ) and chartevents.valuenum > 20.0 and strftime('%y-%m',chartevents.charttime) = '2105-12'",select count(*) > 0 as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} and m.value_as_number {comparison_operator} {vital_value} {time_filter_global1:m.measurement_date},comparison; time_filter_global1,comparison: greater | less; time_filter_global1: mix-day-this_month | mix-month-last_year | rel-day-until | rel-month-until,patient_id; vital_name; vital_value,4,11,YES,high,comparison,comparison questions may compare against either a literal threshold or another selected event value
ehrsql_077,when was the [time_filter_exact1] time that the {vital_name} of patient {patient_id} was [comparison] than {vital_value} [time_filter_global1]?,select m.measurement_datetime as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} and m.value_as_number {comparison_operator} {vital_value} {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime},When was the last time patient 15794's arterial BP [diastolic] was measured at greater than 45.0 since 10/20/2101?,"select chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 3125 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'respiratory rate' and d_items.linksto = 'chartevents' ) and chartevents.valuenum > 14.0 and datetime(chartevents.charttime,'start of day') = datetime(current_time,'start of day','-0 day') and chartevents.charttime = ( select distinct chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 3125 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'respiratory rate' and d_items.linksto = 'chartevents' ) and chartevents.valuenum > 14.0 and datetime(chartevents.charttime,'start of day') = datetime(current_time,'start of day','-0 day') order by chartevents.charttime asc limit 1 )",select m.measurement_datetime as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} and m.value_as_number {comparison_operator} {vital_value} {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime},time_filter_exact1; comparison; time_filter_global1,comparison: greater | less; time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-day-since | rel-day-since | rel-icu-first,patient_id; vital_name; vital_value,4,11,YES,high,comparison,comparison questions may compare against either a literal threshold or another selected event value
ehrsql_159,what are_verb the top [n_rank] frequent lab tests [time_filter_global1]?,"select c.concept_name from (select mc.measurement_concept_id as concept_id, sum(mc.n) as n from <SCHEMA>.schera_measurement_concept_date_counts mc where 1=1 {time_filter_global1:mc.measurement_date} group by mc.measurement_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",What are the three lab tests that are most common in 2101?,"select d_labitems.label from d_labitems where d_labitems.itemid in ( select t1.itemid from ( select labevents.itemid, dense_rank() over ( order by count(*) desc ) as c1 from labevents group by labevents.itemid ) as t1 where t1.c1 <= 3 )","select c.concept_name from (select mc.measurement_concept_id as concept_id, sum(mc.n) as n from <SCHEMA>.schera_measurement_concept_date_counts mc where 1=1 {time_filter_global1:mc.measurement_date} group by mc.measurement_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",n_rank; time_filter_global1,n_rank: five | four | three; time_filter_global1: abs-year-in | abs-year-since | abs-year-until | rel-year-last | rel-year-since | rel-year-this | rel-year-until,NONE,12,0,NO,low,,
ehrsql_166,what are_verb the top [n_rank] frequent intake events [time_filter_global1]?,select null::text as answer where false /* unsupported_external_event_category_mapping */,What are the four that have been the most frequent intake since 2102?,"select d_items.label from d_items where d_items.itemid in ( select t1.itemid from ( select inputevents_cv.itemid, dense_rank() over ( order by count(*) desc ) as c1 from inputevents_cv where strftime('%y',inputevents_cv.charttime) = '2101' group by inputevents_cv.itemid ) as t1 where t1.c1 <= 4 )",select null::text as answer where false /* unsupported_external_event_category_mapping */,n_rank; time_filter_global1,n_rank: five | four | three; time_filter_global1: abs-year-since | abs-year-until | null | rel-year-last | rel-year-since | rel-year-this | rel-year-until,NONE,13,0,YES,unsupported,cdm_support_policy,unsupported_external_event_category_mapping
ehrsql_167,what are_verb the top [n_rank] frequent output events [time_filter_global1]?,select null::text as answer where false /* unsupported_external_event_category_mapping */,Tell me what the top three most common output events were this year.,"select d_items.label from d_items where d_items.itemid in ( select t1.itemid from ( select outputevents.itemid, dense_rank() over ( order by count(*) desc ) as c1 from outputevents where datetime(outputevents.charttime) <= datetime(current_time,'-3 year') group by outputevents.itemid ) as t1 where t1.c1 <= 4 )",select null::text as answer where false /* unsupported_external_event_category_mapping */,n_rank; time_filter_global1,n_rank: five | four | three; time_filter_global1: abs-year-in | abs-year-since | abs-year-until | rel-year-last | rel-year-since | rel-year-this | rel-year-until,NONE,11,0,YES,unsupported,cdm_support_policy,unsupported_external_event_category_mapping
ehrsql_163,what are_verb the top [n_rank] frequent specimens tested [time_filter_global1]?,"select c.concept_name from (select s.specimen_concept_id as concept_id, count(*) as n from <SCHEMA>.specimen s where 1=1 {time_filter_global1:s.specimen_date} group by s.specimen_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",What are the four most frequently ordered specimen tests?,"select t1.spec_type_desc from ( select microbiologyevents.spec_type_desc, dense_rank() over ( order by count(*) desc ) as c1 from microbiologyevents where datetime(microbiologyevents.charttime) <= datetime(current_time,'-3 year') group by microbiologyevents.spec_type_desc ) as t1 where t1.c1 <= 4","select c.concept_name from (select s.specimen_concept_id as concept_id, count(*) as n from <SCHEMA>.specimen s where 1=1 {time_filter_global1:s.specimen_date} group by s.specimen_concept_id order by n desc {n_rank_limit}) r join <SCHEMA>.concept c on c.concept_id = r.concept_id order by r.n desc",n_rank; time_filter_global1,n_rank: five | four | three; time_filter_global1: abs-year-in | abs-year-since | null,NONE,4,0,NO,low,,
ehrsql_100,list the [unit_average] [agg_function] weight of patient {patient_id} [time_filter_global1].,"select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:weight:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",What is the average weight of patient 7165 on a daily basis?,"select max(chartevents.valuenum) from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 32168 ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'admit wt' and d_items.linksto = 'chartevents' ) and datetime(chartevents.charttime) <= datetime(current_time,'-4 year') group by strftime('%y',chartevents.charttime)","select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:weight:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",unit_average; agg_function; time_filter_global1,agg_function: average | minimum; time_filter_global1: abs-month-until | null | rel-month-since | rel-year-until; unit_average: daily | monthly,patient_id,4,5,NO,low,,
ehrsql_103,list the [unit_average] [agg_function] {vital_name} of patient {patient_id} [time_filter_global1].,"select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key","Provide the daily minimum arterial BP [diastolic] of patient 28966, in 11/2100.","select avg(chartevents.valuenum) from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 13054 and admissions.dischtime is null ) ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'temperature c (calc)' and d_items.linksto = 'chartevents' ) group by strftime('%y-%m-%d',chartevents.charttime)","select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",unit_average; agg_function; time_filter_global1,agg_function: average | maximum | minimum; time_filter_global1: abs-month-in | abs-month-until | null | rel-day-until | rel-hosp-first | rel-icu-first; unit_average: daily | monthly | yearly,patient_id; vital_name,10,15,NO,low,,
ehrsql_099,list the [unit_average] [agg_function] {lab_name} lab value of patient {patient_id} [time_filter_global1].,"select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",What is the daily average value of protein for patient 25523 last year?,"select min(labevents.valuenum) from labevents where labevents.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 71559 ) and labevents.itemid in ( select d_labitems.itemid from d_labitems where d_labitems.label = 'glucose' ) and strftime('%y-%m',labevents.charttime) <= '2103-03' group by strftime('%y-%m',labevents.charttime)","select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:lab_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",unit_average; agg_function; time_filter_global1,agg_function: average | maximum | minimum; time_filter_global1: abs-month-in | abs-month-since | abs-year-until | rel-hosp-cur | rel-hosp-first | rel-month-since | rel-month-this | rel-month-until | rel-year-last; unit_average: daily | monthly,lab_name; patient_id,12,23,NO,low,,
ehrsql_102,list the [unit_average] [agg_function] volume of {output_name} output that patient {patient_id} had [time_filter_global1].,"select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:output_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",Indicate the daily minimum amount of chest tubes CTICU CT 1 output that patient 15945 has had in December of this year.,"select min(outputevents.value) from outputevents where outputevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 27177 and admissions.dischtime is not null order by admissions.admittime asc limit 1 ) ) and outputevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'urine .' and d_items.linksto = 'outputevents' ) group by strftime('%y-%m-%d',outputevents.charttime)","select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:output_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",unit_average; agg_function; time_filter_global1,agg_function: average | maximum | minimum; time_filter_global1: abs-day-until | abs-month-until | mix-month-this_year | rel-day-until; unit_average: daily | monthly,output_name; patient_id,5,10,NO,low,,
ehrsql_101,list the [unit_average] [agg_function] volume of {intake_name} intake that patient {patient_id} received [time_filter_global1].,"select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:intake_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",What is the daily minimum dose of Promote w/Fiber for patient 30296 in May of this year?,"select min(inputevents_cv.amount) from inputevents_cv where inputevents_cv.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 29611 ) ) and inputevents_cv.itemid in ( select d_items.itemid from d_items where d_items.label = '.9% normal saline' and d_items.linksto = 'inputevents_cv' ) and strftime('%y-%m-%d',inputevents_cv.charttime) >= '2104-04-04' group by strftime('%y-%m',inputevents_cv.charttime)","select {unit_average_bucket:m.measurement_date} as period_key, {agg_function:m.value_as_number} as answer from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:intake_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} group by {unit_average_bucket:m.measurement_date} order by period_key",unit_average; agg_function; time_filter_global1,agg_function: average | maximum | minimum; time_filter_global1: abs-day-since | abs-day-until | abs-month-until | mix-month-this_year | rel-icu-last | rel-month-since; unit_average: daily | monthly | yearly,intake_name; patient_id,10,19,NO,low,,
ehrsql_014,is the {vital_name} of patient {patient_id} [time_filter_exact2] measured [time_filter_global2] [comparison] than the [time_filter_exact1] value measured [time_filter_global1]?,"with v1 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime}), v2 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global2:m.measurement_date} {time_filter_exact2:m.measurement_datetime}) select v2.value_as_number {comparison_operator} v1.value_as_number as answer from v1 cross join v2","Compared to the last measurement during the first ICU visit, was the heart rate of patient 8814 less than the value first measured during that visit?",select ( select chartevents.valuenum from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 8116 ) and icustays.outtime is null ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'arterial bp [diastolic]' and d_items.linksto = 'chartevents' ) and chartevents.charttime = ( select distinct chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 8116 ) and icustays.outtime is null ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'arterial bp [diastolic]' and d_items.linksto = 'chartevents' ) order by chartevents.charttime desc limit 1 ) ) < ( select chartevents.valuenum from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 8116 ) and icustays.outtime is null ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'arterial bp [diastolic]' and d_items.linksto = 'chartevents' ) and chartevents.charttime = ( select distinct chartevents.charttime from chartevents where chartevents.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 8116 ) and icustays.outtime is null ) and chartevents.itemid in ( select d_items.itemid from d_items where d_items.label = 'arterial bp [diastolic]' and d_items.linksto = 'chartevents' ) order by chartevents.charttime asc limit 1 ) ),"with v1 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global1:m.measurement_date} {time_filter_exact1:m.measurement_datetime}), v2 as (select m.value_as_number from <SCHEMA>.measurement m join <SCHEMA>.person p on p.person_id = m.person_id where p.person_source_value = {patient_id} {measurement_filter:vital_name:m.measurement_concept_id} {time_filter_global2:m.measurement_date} {time_filter_exact2:m.measurement_datetime}) select v2.value_as_number {comparison_operator} v1.value_as_number as answer from v1 cross join v2",time_filter_exact2; time_filter_global2; comparison; time_filter_exact1; time_filter_global1,comparison: greater | less; time_filter_exact1: exact-first | exact-second_to_last; time_filter_exact2: exact-last; time_filter_global1: rel-icu-cur | rel-icu-first; time_filter_global2: rel-icu-cur | rel-icu-first,patient_id; vital_name,5,9,YES,high,comparison; time_filter_exact1; time_filter_exact2; time_filter_global1; time_filter_global2,paired event/value extraction may require two separately filtered subqueries; comparison questions may compare against either a literal threshold or another selected event value
